user_id,video_id,category,length_sec,watch_time_sec,liked,shared,commented,follow_creator,group,date,engagement,engaged
8290,1855,fashion,5,5,1,1,0,0,control,2025-07-29 11:00:15.195387,2,1
5240,567,food,56,37,1,0,0,0,variant,2025-07-18 11:00:15.195387,1,1
293,800,music,42,27,1,0,0,0,variant,2025-07-16 11:00:15.195387,1,1
1735,1772,music,54,31,0,0,0,0,control,2025-07-21 11:00:15.195387,0,0
5121,676,dance,13,8,1,0,0,0,control,2025-07-17 11:00:15.195387,1,1
6394,1901,fashion,34,20,1,1,0,0,control,2025-08-02 11:00:15.195387,2,1
2197,1109,sports,38,19,0,0,1,0,variant,2025-08-03 11:00:15.195387,1,1
3467,1243,dance,30,23,0,0,0,0,variant,2025-07-29 11:00:15.195387,0,0
1907,368,gaming,57,42,1,1,0,0,variant,2025-07-23 11:00:15.195387,2,1
1722,1898,gaming,21,12,0,0,0,0,control,2025-08-04 11:00:15.195387,0,0
1817,725,dance,26,20,1,0,0,0,variant,2025-07-27 11:00:15.195387,1,1
8445,715,sports,47,28,1,0,0,0,variant,2025-07-22 11:00:15.195387,1,1
4228,825,dance,23,12,1,0,0,1,variant,2025-08-07 11:00:15.195387,1,1
5776,1836,food,17,10,1,0,1,0,variant,2025-08-09 11:00:15.195387,2,1
3850,1266,dance,20,15,1,0,0,0,variant,2025-07-29 11:00:15.195387,1,1
5229,1186,sports,48,31,0,0,0,0,variant,2025-07-18 11:00:15.195387,0,0
6850,1203,gaming,58,34,1,0,0,0,variant,2025-08-05 11:00:15.195387,1,1
1059,1989,comedy,32,23,1,0,1,0,control,2025-07-26 11:00:15.195387,2,1
2323,92,dance,45,32,0,1,0,1,variant,2025-07-24 11:00:15.195387,1,1
8379,1524,food,44,28,1,0,0,0,variant,2025-07-21 11:00:15.195387,1,1
949,1674,food,50,33,1,0,0,0,variant,2025-07-20 11:00:15.195387,1,1
8180,1530,dance,22,9,1,0,0,0,control,2025-08-10 11:00:15.195387,1,1
4360,624,music,45,33,0,0,0,0,variant,2025-08-04 11:00:15.195387,0,0
5661,1932,sports,16,8,0,0,0,0,variant,2025-08-07 11:00:15.195387,0,0
7255,169,music,21,17,1,0,0,0,control,2025-07-21 11:00:15.195387,1,1
8402,387,gaming,51,34,0,0,0,0,control,2025-07-24 11:00:15.195387,0,0
2094,1345,music,23,20,1,0,0,0,control,2025-07-23 11:00:15.195387,1,1
1564,101,sports,46,36,1,0,1,0,control,2025-08-01 11:00:15.195387,2,1
8218,1320,dance,40,28,1,0,0,0,control,2025-07-17 11:00:15.195387,1,1
175,1009,dance,41,32,1,0,0,0,variant,2025-07-27 11:00:15.195387,1,1
1335,193,comedy,43,32,1,0,0,0,control,2025-08-01 11:00:15.195387,1,1
322,1485,gaming,23,18,0,0,0,0,variant,2025-07-20 11:00:15.195387,0,0
5699,870,dance,58,41,1,0,0,0,variant,2025-08-08 11:00:15.195387,1,1
5605,719,music,48,31,0,0,0,0,control,2025-07-29 11:00:15.195387,0,0
6743,1991,comedy,28,16,0,0,0,0,control,2025-07-26 11:00:15.195387,0,0
7437,1310,comedy,31,23,1,0,0,1,variant,2025-07-26 11:00:15.195387,1,1
8525,1240,fashion,41,27,1,0,0,0,variant,2025-07-25 11:00:15.195387,1,1
5675,1480,gaming,5,5,1,0,0,0,control,2025-08-04 11:00:15.195387,1,1
5003,963,comedy,41,28,1,0,0,0,control,2025-08-03 11:00:15.195387,1,1
911,975,food,55,39,1,0,1,1,variant,2025-07-15 11:00:15.195387,2,1
950,228,sports,52,37,1,0,0,0,variant,2025-07-14 11:00:15.195387,1,1
5426,361,music,24,18,0,0,0,0,control,2025-07-30 11:00:15.195387,0,0
2515,43,comedy,49,36,0,1,0,0,variant,2025-07-26 11:00:15.195387,1,1
7702,181,dance,30,16,1,0,0,0,control,2025-08-03 11:00:15.195387,1,1
101,511,music,43,26,1,0,0,0,variant,2025-07-27 11:00:15.195387,1,1
4647,462,gaming,7,5,0,0,0,0,control,2025-07-19 11:00:15.195387,0,0
6946,1883,comedy,16,8,1,0,0,0,control,2025-07-18 11:00:15.195387,1,1
2401,286,music,37,32,1,0,0,0,variant,2025-08-02 11:00:15.195387,1,1
5802,1321,dance,28,20,1,0,0,0,control,2025-08-08 11:00:15.195387,1,1
2344,1580,comedy,24,14,1,0,0,0,control,2025-07-29 11:00:15.195387,1,1
353,1061,gaming,55,42,1,0,0,0,control,2025-08-10 11:00:15.195387,1,1
2956,1909,gaming,26,10,0,0,0,0,control,2025-07-31 11:00:15.195387,0,0
1019,1785,fashion,19,13,1,0,0,0,control,2025-07-28 11:00:15.195387,1,1
1180,1926,gaming,24,16,1,0,0,0,control,2025-07-30 11:00:15.195387,1,1
5194,1107,food,27,22,1,1,0,0,variant,2025-08-11 11:00:15.195387,2,1
3537,1916,comedy,27,23,1,0,0,0,variant,2025-08-06 11:00:15.195387,1,1
2503,933,comedy,55,41,0,0,0,0,control,2025-08-03 11:00:15.195387,0,0
3820,257,comedy,54,37,0,0,0,1,variant,2025-08-03 11:00:15.195387,0,0
6856,1241,dance,36,28,1,0,0,0,variant,2025-07-25 11:00:15.195387,1,1
980,522,food,56,41,1,0,0,0,variant,2025-08-08 11:00:15.195387,1,1
977,750,fashion,14,11,1,0,0,0,variant,2025-07-25 11:00:15.195387,1,1
9564,1050,gaming,58,40,1,0,0,0,variant,2025-08-08 11:00:15.195387,1,1
2281,1275,music,46,33,0,0,0,0,control,2025-07-23 11:00:15.195387,0,0
5898,1239,food,34,23,1,0,0,0,control,2025-07-20 11:00:15.195387,1,1
108,657,music,23,16,1,0,0,0,control,2025-08-07 11:00:15.195387,1,1
9165,320,comedy,46,33,1,1,0,0,variant,2025-08-02 11:00:15.195387,2,1
1627,734,gaming,59,36,1,0,0,0,control,2025-07-22 11:00:15.195387,1,1
8896,411,fashion,35,24,1,0,0,0,control,2025-07-14 11:00:15.195387,1,1
6230,459,gaming,48,34,1,0,0,0,control,2025-07-15 11:00:15.195387,1,1
6878,1348,comedy,58,34,0,0,0,0,variant,2025-08-01 11:00:15.195387,0,0
875,1554,dance,24,16,1,0,0,0,control,2025-07-15 11:00:15.195387,1,1
5544,339,music,8,8,1,0,0,0,control,2025-08-07 11:00:15.195387,1,1
3810,228,music,24,18,0,0,0,0,control,2025-07-30 11:00:15.195387,0,0
2108,1260,sports,13,12,1,1,0,0,control,2025-07-26 11:00:15.195387,2,1
9466,366,fashion,48,41,1,1,0,1,control,2025-07-21 11:00:15.195387,2,1
560,434,comedy,30,18,1,0,0,1,variant,2025-07-20 11:00:15.195387,1,1
8309,858,music,23,16,0,0,0,0,variant,2025-08-07 11:00:15.195387,0,0
4970,449,fashion,55,38,0,0,0,0,control,2025-07-30 11:00:15.195387,0,0
3047,507,music,31,22,0,0,1,0,variant,2025-08-06 11:00:15.195387,1,1
44,1300,dance,43,31,1,0,0,0,control,2025-07-21 11:00:15.195387,1,1
509,1657,food,23,13,1,0,0,1,variant,2025-07-19 11:00:15.195387,1,1
6108,62,comedy,36,26,1,0,0,0,variant,2025-08-12 11:00:15.195387,1,1
3440,1355,comedy,51,34,1,0,0,0,control,2025-08-06 11:00:15.195387,1,1
3929,187,food,14,9,0,0,0,0,variant,2025-07-15 11:00:15.195387,0,0
5412,1561,fashion,40,23,0,0,0,0,control,2025-07-19 11:00:15.195387,0,0
917,892,food,28,20,1,0,0,0,variant,2025-08-06 11:00:15.195387,1,1
799,1529,food,41,30,1,0,0,0,variant,2025-08-12 11:00:15.195387,1,1
4972,851,fashion,40,25,0,0,0,0,control,2025-07-31 11:00:15.195387,0,0
1761,608,music,57,43,1,0,0,0,control,2025-08-08 11:00:15.195387,1,1
3276,1345,music,45,27,1,0,0,0,control,2025-07-15 11:00:15.195387,1,1
819,1217,fashion,23,23,1,1,1,0,variant,2025-08-09 11:00:15.195387,3,1
5041,254,gaming,45,32,1,0,0,0,variant,2025-08-12 11:00:15.195387,1,1
3066,579,sports,55,42,1,0,0,0,control,2025-08-11 11:00:15.195387,1,1
3260,314,food,28,18,1,0,0,0,variant,2025-08-03 11:00:15.195387,1,1
907,1006,music,18,10,1,0,0,0,variant,2025-07-28 11:00:15.195387,1,1
603,1576,comedy,42,29,0,1,0,0,variant,2025-08-12 11:00:15.195387,1,1
4296,1248,gaming,19,17,1,0,1,0,variant,2025-08-08 11:00:15.195387,2,1
9984,431,fashion,57,41,1,0,0,0,variant,2025-07-22 11:00:15.195387,1,1
3528,1380,dance,15,12,1,1,0,0,control,2025-07-18 11:00:15.195387,2,1
4544,1451,comedy,48,32,1,0,0,0,control,2025-07-30 11:00:15.195387,1,1
1812,1416,gaming,19,15,1,0,0,0,variant,2025-07-16 11:00:15.195387,1,1
9033,222,food,26,16,1,0,0,0,variant,2025-07-25 11:00:15.195387,1,1
7964,1127,comedy,8,3,0,0,0,0,variant,2025-07-28 11:00:15.195387,0,0
5250,318,food,56,36,0,1,0,0,control,2025-08-06 11:00:15.195387,1,1
4616,760,comedy,28,21,0,0,0,0,control,2025-08-06 11:00:15.195387,0,0
9229,1698,comedy,30,23,1,0,0,0,variant,2025-07-25 11:00:15.195387,1,1
8917,1800,music,9,6,0,0,0,0,control,2025-08-03 11:00:15.195387,0,0
6767,1561,music,42,31,1,0,0,0,control,2025-07-21 11:00:15.195387,1,1
9180,1690,sports,16,10,1,0,1,0,variant,2025-08-04 11:00:15.195387,2,1
803,1243,dance,56,38,0,0,0,0,control,2025-08-08 11:00:15.195387,0,0
2583,1462,dance,6,1,0,0,0,0,variant,2025-07-25 11:00:15.195387,0,0
6446,766,music,42,29,1,0,0,0,control,2025-07-18 11:00:15.195387,1,1
3838,727,comedy,58,38,0,1,0,0,control,2025-07-15 11:00:15.195387,1,1
8719,1193,comedy,43,28,0,0,0,0,variant,2025-07-25 11:00:15.195387,0,0
1666,1616,fashion,34,25,1,0,0,0,control,2025-08-08 11:00:15.195387,1,1
9331,72,food,32,29,1,0,0,0,control,2025-07-31 11:00:15.195387,1,1
8652,1599,gaming,47,30,1,0,0,0,variant,2025-08-07 11:00:15.195387,1,1
6976,990,food,9,8,1,0,1,0,variant,2025-07-14 11:00:15.195387,2,1
2553,456,food,45,37,1,0,0,0,control,2025-07-26 11:00:15.195387,1,1
7476,1099,gaming,31,17,1,0,0,0,control,2025-07-29 11:00:15.195387,1,1
2809,1287,gaming,12,9,1,0,0,0,variant,2025-07-16 11:00:15.195387,1,1
5634,1493,fashion,45,29,0,0,0,0,variant,2025-07-28 11:00:15.195387,0,0
6097,610,food,37,24,1,0,0,0,variant,2025-08-04 11:00:15.195387,1,1
8824,597,dance,18,9,0,0,0,0,control,2025-07-31 11:00:15.195387,0,0
2457,837,dance,48,31,1,0,0,0,variant,2025-08-04 11:00:15.195387,1,1
9174,1842,gaming,46,35,1,0,0,0,control,2025-07-31 11:00:15.195387,1,1
5424,939,gaming,23,11,1,0,0,0,variant,2025-07-22 11:00:15.195387,1,1
4318,890,gaming,32,21,1,0,0,0,variant,2025-07-27 11:00:15.195387,1,1
1557,785,dance,49,39,1,0,0,0,variant,2025-08-09 11:00:15.195387,1,1
2206,1685,music,50,36,1,0,0,0,variant,2025-07-29 11:00:15.195387,1,1
3956,518,food,59,37,1,0,0,0,variant,2025-07-16 11:00:15.195387,1,1
9114,1645,food,40,29,0,0,0,0,control,2025-07-25 11:00:15.195387,0,0
6806,1223,food,21,16,1,0,1,0,variant,2025-07-18 11:00:15.195387,2,1
405,843,food,34,29,0,0,0,0,control,2025-08-07 11:00:15.195387,0,0
1621,1362,comedy,55,40,1,0,0,0,variant,2025-07-30 11:00:15.195387,1,1
2953,38,food,41,26,1,0,0,0,variant,2025-07-19 11:00:15.195387,1,1
8081,319,food,16,9,0,0,0,0,variant,2025-07-24 11:00:15.195387,0,0
3119,640,music,11,4,1,0,0,0,variant,2025-07-21 11:00:15.195387,1,1
7381,140,dance,37,24,0,0,0,0,control,2025-07-18 11:00:15.195387,0,0
6631,1272,dance,26,15,0,0,0,0,control,2025-07-17 11:00:15.195387,0,0
9787,918,gaming,35,24,0,0,0,0,control,2025-08-05 11:00:15.195387,0,0
566,1795,music,57,41,1,0,0,0,control,2025-08-07 11:00:15.195387,1,1
4800,1683,dance,29,22,1,0,0,0,variant,2025-07-20 11:00:15.195387,1,1
7671,427,sports,28,21,1,1,0,0,control,2025-07-26 11:00:15.195387,2,1
2869,855,music,36,22,0,0,0,0,variant,2025-07-29 11:00:15.195387,0,0
9050,1219,fashion,27,17,0,0,0,0,control,2025-07-19 11:00:15.195387,0,0
9477,215,music,34,16,1,0,0,0,variant,2025-08-06 11:00:15.195387,1,1
8777,1913,fashion,40,30,0,0,0,0,variant,2025-07-23 11:00:15.195387,0,0
4328,1777,dance,45,30,1,0,0,0,control,2025-08-12 11:00:15.195387,1,1
6414,645,comedy,55,34,1,0,0,0,variant,2025-07-21 11:00:15.195387,1,1
7615,541,dance,19,16,1,0,1,0,control,2025-08-08 11:00:15.195387,2,1
1246,1634,music,55,36,1,0,1,0,variant,2025-07-24 11:00:15.195387,2,1
8244,876,sports,30,24,1,0,0,0,variant,2025-07-15 11:00:15.195387,1,1
538,389,music,56,38,0,0,0,0,variant,2025-07-21 11:00:15.195387,0,0
541,1453,fashion,11,6,1,0,0,0,variant,2025-07-16 11:00:15.195387,1,1
815,1718,dance,34,23,1,0,0,0,control,2025-07-15 11:00:15.195387,1,1
1416,152,food,29,18,1,0,0,0,control,2025-07-27 11:00:15.195387,1,1
1653,1127,gaming,27,16,1,0,0,0,control,2025-08-08 11:00:15.195387,1,1
4063,1429,fashion,31,19,1,0,0,0,control,2025-08-04 11:00:15.195387,1,1
2357,1312,comedy,41,30,1,0,0,0,control,2025-07-20 11:00:15.195387,1,1
3811,747,music,35,28,1,0,0,0,control,2025-07-30 11:00:15.195387,1,1
9056,133,sports,59,42,1,0,0,0,variant,2025-07-31 11:00:15.195387,1,1
186,1470,sports,33,19,0,0,0,0,control,2025-07-15 11:00:15.195387,0,0
1552,1426,sports,21,12,1,0,0,0,variant,2025-07-27 11:00:15.195387,1,1
7014,742,comedy,11,6,0,0,0,0,control,2025-07-14 11:00:15.195387,0,0
762,1059,food,53,38,0,1,0,1,variant,2025-07-20 11:00:15.195387,1,1
9472,1894,music,8,4,1,0,0,0,control,2025-07-14 11:00:15.195387,1,1
6164,592,gaming,49,37,1,0,0,0,variant,2025-07-18 11:00:15.195387,1,1
7636,867,dance,39,33,1,0,0,0,variant,2025-08-04 11:00:15.195387,1,1
3282,754,food,22,13,0,0,0,0,variant,2025-07-17 11:00:15.195387,0,0
1537,344,fashion,44,35,1,0,0,0,control,2025-07-18 11:00:15.195387,1,1
6202,484,music,53,32,1,1,0,0,variant,2025-08-02 11:00:15.195387,2,1
3165,1669,music,9,7,1,0,0,0,variant,2025-08-04 11:00:15.195387,1,1
2771,1545,gaming,37,30,1,0,0,0,variant,2025-08-03 11:00:15.195387,1,1
7400,388,comedy,11,7,1,0,0,0,variant,2025-07-23 11:00:15.195387,1,1
3846,1789,fashion,47,35,1,0,0,0,control,2025-07-25 11:00:15.195387,1,1
3436,545,dance,55,40,1,1,0,0,variant,2025-07-29 11:00:15.195387,2,1
4711,859,dance,26,21,1,0,0,0,variant,2025-07-15 11:00:15.195387,1,1
562,918,dance,48,34,0,0,0,0,variant,2025-07-19 11:00:15.195387,0,0
4718,699,fashion,59,42,0,0,0,0,variant,2025-07-17 11:00:15.195387,0,0
7624,1035,food,48,31,1,0,0,0,variant,2025-07-24 11:00:15.195387,1,1
7188,581,music,30,25,1,0,1,0,variant,2025-07-14 11:00:15.195387,2,1
2181,1162,gaming,31,24,1,0,0,0,control,2025-07-26 11:00:15.195387,1,1
1961,131,gaming,5,5,1,0,0,0,control,2025-07-20 11:00:15.195387,1,1
3880,1423,comedy,47,29,0,1,0,0,control,2025-08-01 11:00:15.195387,1,1
5154,1275,gaming,17,11,1,0,0,0,control,2025-08-04 11:00:15.195387,1,1
7036,1659,gaming,14,8,1,0,0,0,variant,2025-08-12 11:00:15.195387,1,1
3271,366,dance,27,17,0,0,0,0,control,2025-07-27 11:00:15.195387,0,0
4688,421,comedy,16,16,1,0,0,0,variant,2025-08-07 11:00:15.195387,1,1
583,424,gaming,51,35,1,1,0,0,control,2025-07-24 11:00:15.195387,2,1
9806,1809,fashion,19,13,1,0,0,0,control,2025-08-08 11:00:15.195387,1,1
9294,1940,gaming,16,14,1,0,0,0,variant,2025-08-09 11:00:15.195387,1,1
289,1779,gaming,28,21,1,0,0,0,variant,2025-07-31 11:00:15.195387,1,1
5665,1924,gaming,53,37,0,0,1,0,control,2025-08-10 11:00:15.195387,1,1
7980,162,dance,36,28,1,0,0,0,control,2025-08-02 11:00:15.195387,1,1
3860,95,fashion,30,22,1,0,1,0,variant,2025-07-26 11:00:15.195387,2,1
3061,1186,fashion,20,15,1,1,1,0,control,2025-07-22 11:00:15.195387,3,1
1184,835,music,39,25,1,0,0,0,variant,2025-07-28 11:00:15.195387,1,1
4336,1820,fashion,52,34,1,1,0,0,control,2025-07-24 11:00:15.195387,2,1
1447,1385,fashion,44,30,1,0,0,0,control,2025-08-04 11:00:15.195387,1,1
6680,1253,food,20,13,1,1,0,0,variant,2025-07-31 11:00:15.195387,2,1
9942,1140,fashion,58,44,1,0,0,0,control,2025-07-31 11:00:15.195387,1,1
6214,221,comedy,22,16,1,0,0,0,variant,2025-08-05 11:00:15.195387,1,1
1904,463,music,22,22,1,0,1,0,variant,2025-07-29 11:00:15.195387,2,1
7895,1956,food,58,37,0,0,0,0,control,2025-07-18 11:00:15.195387,0,0
9270,931,dance,20,13,0,0,0,0,variant,2025-07-22 11:00:15.195387,0,0
2378,681,music,19,11,0,0,0,0,variant,2025-07-22 11:00:15.195387,0,0
848,1339,food,27,16,1,0,0,0,control,2025-07-28 11:00:15.195387,1,1
7371,1354,gaming,39,25,1,0,0,0,variant,2025-07-27 11:00:15.195387,1,1
6342,657,fashion,11,11,1,0,0,0,variant,2025-07-23 11:00:15.195387,1,1
1240,286,comedy,12,12,1,0,0,0,variant,2025-07-31 11:00:15.195387,1,1
5601,1206,gaming,56,45,1,0,0,0,control,2025-07-30 11:00:15.195387,1,1
9525,820,comedy,54,36,0,0,0,0,control,2025-08-02 11:00:15.195387,0,0
4792,456,music,9,5,1,0,0,0,control,2025-08-08 11:00:15.195387,1,1
2366,919,gaming,33,26,1,0,0,0,control,2025-08-10 11:00:15.195387,1,1
5056,275,dance,32,18,0,0,0,0,control,2025-07-26 11:00:15.195387,0,0
5623,37,gaming,34,24,1,0,0,0,control,2025-07-15 11:00:15.195387,1,1
373,443,sports,41,34,0,0,0,0,variant,2025-07-14 11:00:15.195387,0,0
7784,875,fashion,30,23,1,0,0,0,variant,2025-08-04 11:00:15.195387,1,1
1950,1060,dance,17,12,0,0,0,0,variant,2025-07-18 11:00:15.195387,0,0
245,68,comedy,45,28,1,0,0,0,variant,2025-07-22 11:00:15.195387,1,1
7796,1434,sports,49,36,0,1,0,0,control,2025-07-28 11:00:15.195387,1,1
5773,360,fashion,21,12,0,0,0,0,variant,2025-08-09 11:00:15.195387,0,0
125,1145,gaming,50,35,1,0,0,0,control,2025-07-21 11:00:15.195387,1,1
1920,1691,fashion,49,32,1,0,0,0,control,2025-07-14 11:00:15.195387,1,1
9828,717,fashion,38,29,1,0,0,0,control,2025-07-17 11:00:15.195387,1,1
9618,1982,gaming,33,23,1,0,0,0,variant,2025-08-02 11:00:15.195387,1,1
9733,1982,gaming,57,37,1,0,0,0,variant,2025-08-09 11:00:15.195387,1,1
531,948,gaming,46,32,1,0,0,0,control,2025-08-10 11:00:15.195387,1,1
7850,1580,food,11,4,0,1,0,0,control,2025-08-07 11:00:15.195387,1,1
6930,482,sports,18,17,1,0,0,0,variant,2025-08-03 11:00:15.195387,1,1
4350,289,dance,40,32,0,1,0,0,control,2025-08-01 11:00:15.195387,1,1
4757,1902,food,20,13,1,0,0,0,control,2025-07-20 11:00:15.195387,1,1
1802,90,sports,19,13,0,0,0,0,control,2025-07-31 11:00:15.195387,0,0
5157,212,dance,44,35,1,0,0,0,variant,2025-07-17 11:00:15.195387,1,1
7857,575,music,11,3,1,0,0,0,variant,2025-08-09 11:00:15.195387,1,1
5462,1096,music,50,35,1,0,0,0,control,2025-07-24 11:00:15.195387,1,1
9229,848,dance,40,25,0,1,0,0,variant,2025-07-25 11:00:15.195387,1,1
5303,1989,dance,37,21,1,0,0,0,control,2025-07-30 11:00:15.195387,1,1
7433,290,dance,49,35,1,1,0,0,variant,2025-07-25 11:00:15.195387,2,1
6190,367,fashion,47,36,0,0,0,0,variant,2025-07-17 11:00:15.195387,0,0
1143,27,music,10,4,1,0,0,0,variant,2025-07-29 11:00:15.195387,1,1
7077,420,fashion,5,5,1,0,1,0,control,2025-08-01 11:00:15.195387,2,1
7615,900,dance,27,18,1,0,0,0,variant,2025-07-30 11:00:15.195387,1,1
9948,1386,dance,39,27,0,0,0,0,control,2025-08-04 11:00:15.195387,0,0
4841,1589,fashion,43,28,1,1,0,1,variant,2025-08-01 11:00:15.195387,2,1
1630,1778,sports,10,9,1,1,0,0,variant,2025-07-18 11:00:15.195387,2,1
5063,1479,comedy,14,8,1,0,0,0,control,2025-08-02 11:00:15.195387,1,1
763,805,gaming,19,13,1,1,0,0,variant,2025-07-29 11:00:15.195387,2,1
6906,612,gaming,9,3,0,0,0,0,control,2025-08-04 11:00:15.195387,0,0
4890,472,food,16,8,0,0,0,0,control,2025-08-09 11:00:15.195387,0,0
4840,1615,sports,36,22,0,1,0,0,variant,2025-07-22 11:00:15.195387,1,1
3958,1970,fashion,59,36,1,1,0,0,control,2025-07-31 11:00:15.195387,2,1
558,369,dance,9,3,0,0,0,0,control,2025-07-28 11:00:15.195387,0,0
4622,1350,comedy,46,30,0,0,0,0,variant,2025-07-14 11:00:15.195387,0,0
840,410,sports,6,3,1,0,0,0,variant,2025-08-10 11:00:15.195387,1,1
8195,1626,comedy,45,33,0,0,0,0,variant,2025-08-06 11:00:15.195387,0,0
9244,1912,music,37,21,0,0,1,0,control,2025-07-16 11:00:15.195387,1,1
9597,1527,comedy,46,28,1,0,0,0,control,2025-07-31 11:00:15.195387,1,1
8349,1049,sports,10,4,0,0,0,0,variant,2025-08-05 11:00:15.195387,0,0
6999,161,fashion,30,22,0,0,0,0,variant,2025-07-15 11:00:15.195387,0,0
511,1219,food,30,18,1,0,0,0,variant,2025-07-19 11:00:15.195387,1,1
1138,1737,gaming,12,5,1,0,0,0,control,2025-08-06 11:00:15.195387,1,1
5607,1445,fashion,29,19,1,0,0,0,control,2025-08-07 11:00:15.195387,1,1
4667,678,music,27,25,1,0,0,0,variant,2025-07-14 11:00:15.195387,1,1
8907,1758,comedy,42,29,0,0,0,0,variant,2025-08-06 11:00:15.195387,0,0
5435,1819,gaming,21,11,0,0,0,0,variant,2025-07-24 11:00:15.195387,0,0
6447,13,comedy,55,39,1,0,0,0,control,2025-07-30 11:00:15.195387,1,1
2655,1431,food,20,10,0,0,0,0,variant,2025-08-11 11:00:15.195387,0,0
991,1987,comedy,49,40,1,1,0,0,variant,2025-07-24 11:00:15.195387,2,1
7821,1879,dance,50,38,1,0,0,0,variant,2025-08-02 11:00:15.195387,1,1
2161,1379,gaming,31,21,0,1,1,0,control,2025-07-27 11:00:15.195387,2,1
5741,1270,food,29,21,0,1,0,0,control,2025-08-01 11:00:15.195387,1,1
4458,88,fashion,36,28,0,1,0,0,variant,2025-08-06 11:00:15.195387,1,1
2064,439,music,29,19,1,0,0,0,variant,2025-08-04 11:00:15.195387,1,1
1978,421,music,55,39,1,0,1,0,control,2025-08-03 11:00:15.195387,2,1
8568,1676,music,36,24,0,0,1,0,variant,2025-07-18 11:00:15.195387,1,1
8934,1846,comedy,44,30,1,0,1,0,control,2025-07-27 11:00:15.195387,2,1
2668,1280,food,23,8,1,0,0,0,variant,2025-07-28 11:00:15.195387,1,1
9433,1300,gaming,50,41,1,0,0,0,variant,2025-08-07 11:00:15.195387,1,1
4920,1682,music,26,19,1,0,0,0,control,2025-07-20 11:00:15.195387,1,1
8610,1031,food,23,20,1,0,0,0,control,2025-08-08 11:00:15.195387,1,1
7643,500,music,15,6,1,0,0,0,variant,2025-07-24 11:00:15.195387,1,1
8799,246,fashion,26,17,0,0,0,0,control,2025-07-17 11:00:15.195387,0,0
8760,346,food,24,19,0,0,1,0,control,2025-07-22 11:00:15.195387,1,1
544,1228,comedy,51,35,0,1,0,0,variant,2025-07-25 11:00:15.195387,1,1
884,1506,sports,20,20,1,0,0,0,variant,2025-08-03 11:00:15.195387,1,1
4799,1776,food,49,35,1,1,0,0,control,2025-07-14 11:00:15.195387,2,1
8041,480,music,47,34,1,0,0,0,control,2025-07-27 11:00:15.195387,1,1
9416,1118,gaming,15,8,1,0,1,0,control,2025-07-15 11:00:15.195387,2,1
5719,898,music,51,34,1,0,0,0,control,2025-07-22 11:00:15.195387,1,1
2069,1334,comedy,10,5,0,0,0,0,variant,2025-08-05 11:00:15.195387,0,0
7479,520,sports,45,36,1,0,0,0,variant,2025-07-17 11:00:15.195387,1,1
8121,1953,sports,7,7,1,0,0,0,control,2025-08-11 11:00:15.195387,1,1
7821,430,fashion,58,40,0,0,0,0,control,2025-07-24 11:00:15.195387,0,0
1787,170,gaming,23,17,1,1,0,0,control,2025-07-15 11:00:15.195387,2,1
5716,119,food,46,30,1,0,0,0,variant,2025-08-12 11:00:15.195387,1,1
9650,758,sports,14,3,0,0,0,0,control,2025-07-24 11:00:15.195387,0,0
8270,1664,food,36,27,0,1,0,0,control,2025-07-25 11:00:15.195387,1,1
1309,1758,music,25,11,1,0,0,0,control,2025-08-05 11:00:15.195387,1,1
8840,63,food,35,25,1,0,1,0,variant,2025-07-17 11:00:15.195387,2,1
8745,1141,dance,10,7,1,0,0,0,control,2025-07-17 11:00:15.195387,1,1
8474,109,comedy,50,33,1,0,0,0,control,2025-08-03 11:00:15.195387,1,1
9474,746,music,41,24,0,0,1,0,control,2025-07-31 11:00:15.195387,1,1
4862,1517,food,8,8,1,0,1,0,control,2025-08-02 11:00:15.195387,2,1
2777,717,music,49,31,1,0,0,0,control,2025-07-17 11:00:15.195387,1,1
1597,1624,comedy,39,24,0,0,0,0,variant,2025-07-28 11:00:15.195387,0,0
480,417,comedy,17,13,0,0,0,0,control,2025-07-19 11:00:15.195387,0,0
3313,1349,music,43,29,1,0,0,1,variant,2025-07-24 11:00:15.195387,1,1
6157,892,sports,16,12,1,0,0,1,variant,2025-07-25 11:00:15.195387,1,1
7920,1264,gaming,47,30,0,0,0,0,variant,2025-07-17 11:00:15.195387,0,0
6745,710,music,27,22,1,1,0,0,control,2025-08-01 11:00:15.195387,2,1
3899,1540,dance,7,2,0,0,0,0,control,2025-07-24 11:00:15.195387,0,0
2073,618,music,54,39,1,0,0,0,control,2025-07-31 11:00:15.195387,1,1
9488,1643,food,21,12,1,1,0,0,control,2025-08-05 11:00:15.195387,2,1
5625,252,dance,26,19,1,0,0,0,control,2025-07-20 11:00:15.195387,1,1
939,1210,fashion,50,35,1,0,0,0,control,2025-08-03 11:00:15.195387,1,1
8177,738,music,33,20,1,1,0,0,control,2025-08-12 11:00:15.195387,2,1
762,1437,fashion,31,19,1,1,0,0,variant,2025-07-19 11:00:15.195387,2,1
7255,504,music,47,33,0,0,0,0,variant,2025-07-20 11:00:15.195387,0,0
1670,1557,dance,57,42,0,0,0,0,control,2025-08-03 11:00:15.195387,0,0
7129,154,gaming,11,4,0,0,0,0,control,2025-08-04 11:00:15.195387,0,0
3863,224,dance,55,42,0,0,0,1,variant,2025-07-25 11:00:15.195387,0,0
2686,598,gaming,8,5,1,0,0,0,variant,2025-08-08 11:00:15.195387,1,1
